BBA: <1,10>; 
OAS: <17,8>; 
OAR: <17,7>; 
OAU: <17,10>; 
OAT: <17,9>; 
OAW: <17,2>; 
OAV: <17,1>; 
OAY: <17,4>; 
OAX: <17,3>; 
OBB: <17,6>; 
OBA: <17,5>; 
OBD: <17,8>; 
OBC: <17,7>; 
OBF: <17,10>; 
OBE: <17,9>; 
OBH: <17,2>; 
OBG: <17,1>; 
OBJ: <17,4>; 
OBI: <17,3>; 
OBL: <17,6>; 
OBK: <17,5>; 
OBN: <17,8>; 
OBM: <17,7>; 
OBP: <17,10>; 
OBO: <17,9>; 
OBR: <17,2>; 
OBQ: <17,1>; 
OBT: <17,4>; 
OBS: <17,3>; 
OBV: <17,6>; 
OBU: <17,5>; 
OBX: <17,8>; 
OBW: <17,7>; 
OBY: <17,9>; 
OCA: <17,10>; 
OCC: <17,2>; 
OCB: <17,1>; 
OCE: <17,4>; 
OCD: <17,3>; 
OCG: <17,6>; 
OCF: <17,5>; 
OCI: <17,8>; 
OCH: <17,7>; 
OCK: <17,10>; 
OCJ: <17,9>; 
OCM: <17,2>; 
OCL: <17,1>; 
OCO: <17,4>; 
OCN: <17,3>; 
OCQ: <17,6>; 
OCP: <17,5>; 
OCS: <17,8>; 
OCR: <17,7>; 
OCU: <17,10>; 
OCT: <17,9>; 
OCW: <17,2>; 
OCV: <17,1>; 
OCY: <17,4>; 
OCX: <17,3>; 
ODB: <17,6>; 
ODA: <17,5>; 
ODD: <17,8>; 
ODC: <17,7>; 
ODF: <17,10>; 
ODE: <17,9>; 
ODH: <17,2>; 
ODG: <17,1>; 
ODJ: <17,4>; 
ODI: <17,3>; 
ODL: <17,6>; 
ODK: <17,5>; 
ODN: <17,8>; 
ODM: <17,7>; 
ODP: <17,10>; 
ODO: <17,9>; 
ODR: <17,2>; 
ODQ: <17,1>; 
ODT: <17,4>; 
ODS: <17,3>; 
ODV: <17,6>; 
ODU: <17,5>; 
ODX: <17,8>; 
ODW: <17,7>; 
ODY: <17,9>; 
OEA: <17,10>; 
OEC: <17,2>; 
OEB: <17,1>; 
OEE: <17,4>; 
OED: <17,3>; 
OEG: <17,6>; 
OEF: <17,5>; 
OEI: <17,8>; 
OEH: <17,7>; 
OEK: <17,10>; 
OEJ: <17,9>; 
OEM: <17,2>; 
OEL: <17,1>; 
OEO: <17,4>; 
OEN: <17,3>; 
OEQ: <17,6>; 
OEP: <17,5>; 
OES: <17,8>; 
OER: <17,7>; 
OEU: <17,10>; 
OET: <17,9>; 
OEW: <17,2>; 
OEV: <17,1>; 
OEY: <17,4>; 
OEX: <17,3>; 
OFB: <17,6>; 
OFA: <17,5>; 
OFD: <17,8>; 
OFC: <17,7>; 
OFF: <17,10>; 
OFE: <17,9>; 
OFH: <17,2>; 
OFG: <17,1>; 
OFJ: <17,4>; 
OFI: <17,3>; 
OFL: <17,6>; 
OFK: <17,5>; 
OFN: <17,8>; 
OFM: <17,7>; 
OFP: <17,10>; 
OFO: <17,9>; 
OFR: <17,2>; 
OFQ: <17,1>; 
OFT: <17,4>; 
OFS: <17,3>; 
OFV: <17,6>; 
OFU: <17,5>; 
OFX: <17,8>; 
OFW: <17,7>; 
OFY: <17,9>; 
OGA: <17,10>; 
OGC: <17,2>; 
OGB: <17,1>; 
OGE: <17,4>; 
OGD: <17,3>; 
OGG: <17,6>; 
OGF: <17,5>; 
OGI: <17,8>; 
OGH: <17,7>; 
OGK: <17,10>; 
OGJ: <17,9>; 
OGM: <17,2>; 
OGL: <17,1>; 
OGO: <17,4>; 
OGN: <17,3>; 
OGQ: <17,6>; 
OGP: <17,5>; 
OGS: <17,8>; 
OGR: <17,7>; 
OGU: <17,10>; 
OGT: <17,9>; 
OGW: <17,2>; 
OGV: <17,1>; 
OGY: <17,4>; 
OGX: <17,3>; 
OHB: <17,6>; 
OHA: <17,5>; 
OHD: <17,8>; 
OHC: <17,7>; 
OHF: <17,10>; 
OHE: <17,9>; 
OHH: <17,2>; 
OHG: <17,1>; 
OHJ: <17,4>; 
OHI: <17,3>; 
OHL: <17,6>; 
OHK: <17,5>; 
OHN: <17,8>; 
OHM: <17,7>; 
OHP: <17,10>; 
OHO: <17,9>; 
OHR: <17,2>; 
OHQ: <17,1>; 
OHT: <17,4>; 
OHS: <17,3>; 
OHV: <17,6>; 
OHU: <17,5>; 
OHX: <17,8>; 
OHW: <17,7>; 
OHY: <17,9>; 
OIA: <17,10>; 
OIC: <17,2>; 
OIB: <17,1>; 
OIE: <17,4>; 
OID: <17,3>; 
OIG: <17,6>; 
OIF: <17,5>; 
OII: <17,8>; 
OIH: <17,7>; 
OIK: <17,10>; 
OIJ: <17,9>; 
OIM: <17,2>; 
OIL: <17,1>; 
OIO: <17,4>; 
OIN: <17,3>; 
OIQ: <17,6>; 
OIP: <17,5>; 
OIS: <17,8>; 
OIR: <17,7>; 
OIU: <17,10>; 
OIT: <17,9>; 
OIW: <17,2>; 
OIV: <17,1>; 
OIY: <17,4>; 
OIX: <17,3>; 
OJB: <17,6>; 
OJA: <17,5>; 
OJD: <17,8>; 
OJC: <17,7>; 
OJF: <17,10>; 
OJE: <17,9>; 
OJH: <17,2>; 
OJG: <17,1>; 
OJJ: <17,4>; 
OJI: <17,3>; 
OJL: <17,6>; 
OJK: <17,5>; 
OJN: <17,8>; 
OJM: <17,7>; 
OJP: <17,10>; 
OJO: <17,9>; 
OJR: <17,2>; 
OJQ: <17,1>; 
OJT: <17,4>; 
OJS: <17,3>; 
OJV: <17,6>; 
OJU: <17,5>; 
OJX: <17,8>; 
OJW: <17,7>; 
OJY: <17,9>; 
OKA: <17,10>; 
OKC: <18,2>; 
OKB: <18,1>; 
OKE: <18,4>; 
OKD: <18,3>; 
OKG: <18,6>; 
OKF: <18,5>; 
OKI: <18,8>; 
OKH: <18,7>; 
OKK: <18,10>; 
OKJ: <18,9>; 
OKM: <18,2>; 
OKL: <18,1>; 
OKO: <18,4>; 
OKN: <18,3>; 
OKQ: <18,6>; 
OKP: <18,5>; 
OKS: <18,8>; 
OKR: <18,7>; 
OKU: <18,10>; 
OKT: <18,9>; 
OKW: <18,2>; 
OKV: <18,1>; 
OKY: <18,4>; 
OKX: <18,3>; 
OLB: <18,6>; 
OLA: <18,5>; 
OLD: <18,8>; 
OLC: <18,7>; 
OLF: <18,10>; 
OLE: <18,9>; 
OLH: <18,2>; 
OLG: <18,1>; 
OLJ: <18,4>; 
OLI: <18,3>; 
OLL: <18,6>; 
OLK: <18,5>; 
OLN: <18,8>; 
OLM: <18,7>; 
OLP: <18,10>; 
OLO: <18,9>; 
OLR: <18,2>; 
OLQ: <18,1>; 
OLT: <18,4>; 
OLS: <18,3>; 
OLV: <18,6>; 
OLU: <18,5>; 
OLX: <18,8>; 
OLW: <18,7>; 
OLY: <18,9>; 
OMA: <18,10>; 
OMC: <18,2>; 
OMB: <18,1>; 
OME: <18,4>; 
OMD: <18,3>; 
OMG: <18,6>; 
OMF: <18,5>; 
OMI: <18,8>; 
OMH: <18,7>; 
OMK: <18,10>; 
OMJ: <18,9>; 
OMM: <18,2>; 
OML: <18,1>; 
OMO: <18,4>; 
OMN: <18,3>; 
OMQ: <18,6>; 
OMP: <18,5>; 
OMS: <18,8>; 
OMR: <18,7>; 
OMU: <18,10>; 
OMT: <18,9>; 
OMW: <18,2>; 
OMV: <18,1>; 
OMY: <18,4>; 
OMX: <18,3>; 
ONB: <18,6>; 
ONA: <18,5>; 
OND: <18,8>; 
ONC: <18,7>; 
ONF: <18,10>; 
ONE: <18,9>; 
ONH: <18,2>; 
ONG: <18,1>; 
ONJ: <18,4>; 
ONI: <18,3>; 
ONL: <18,6>; 
ONK: <18,5>; 
ONN: <18,8>; 
ONM: <18,7>; 
ONP: <18,10>; 
ONO: <18,9>; 
ONR: <18,2>; 
ONQ: <18,1>; 
ONT: <18,4>; 
ONS: <18,3>; 
ONV: <18,6>; 
ONU: <18,5>; 
ONX: <18,8>; 
ONW: <18,7>; 
ONY: <18,9>; 
OOA: <18,10>; 
OOC: <18,2>; 
OOB: <18,1>; 
OOE: <18,4>; 
OOD: <18,3>; 
OOG: <18,6>; 
OOF: <18,5>; 
OOI: <18,8>; 
OOH: <18,7>; 
OOK: <18,10>; 
OOJ: <18,9>; 
OOM: <18,2>; 
OOL: <18,1>; 
OOO: <18,4>; 
OON: <18,3>; 
OOQ: <18,6>; 
OOP: <18,5>; 
OOS: <18,8>; 
OOR: <18,7>; 
OOU: <18,10>; 
OOT: <18,9>; 
OOW: <18,2>; 
OOV: <18,1>; 
OOY: <18,4>; 
OOX: <18,3>; 
OPB: <18,6>; 
OPA: <18,5>; 
OPD: <18,8>; 
OPC: <18,7>; 
OPF: <18,10>; 
OPE: <18,9>; 
OPH: <18,2>; 
OPG: <18,1>; 
OPJ: <18,4>; 
OPI: <18,3>; 
OPL: <18,6>; 
OPK: <18,5>; 
OPN: <18,8>; 
OPM: <18,7>; 
OPP: <18,10>; 
OPO: <18,9>; 
OPR: <18,2>; 
OPQ: <18,1>; 
OPT: <18,4>; 
OPS: <18,3>; 
OPV: <18,6>; 
OPU: <18,5>; 
OPX: <18,8>; 
OPW: <18,7>; 
OPY: <18,9>; 
OQA: <18,10>; 
OQC: <18,2>; 
OQB: <18,1>; 
OQE: <18,4>; 
OQD: <18,3>; 
OQG: <18,6>; 
OQF: <18,5>; 
OQI: <18,8>; 
OQH: <18,7>; 
OQK: <18,10>; 
OQJ: <18,9>; 
OQM: <18,2>; 
OQL: <18,1>; 
OQO: <18,4>; 
OQN: <18,3>; 
OQQ: <18,6>; 
OQP: <18,5>; 
OQS: <18,8>; 
OQR: <18,7>; 
OQU: <18,10>; 
OQT: <18,9>; 
OQW: <18,2>; 
OQV: <18,1>; 
OQY: <18,4>; 
OQX: <18,3>; 
ORB: <18,6>; 
ORA: <18,5>; 
ORD: <18,8>; 
ORC: <18,7>; 
ORF: <18,10>; 
ORE: <18,9>; 
ORH: <18,2>; 
ORG: <18,1>; 
ORJ: <18,4>; 
ORI: <18,3>; 
ORL: <18,6>; 
ORK: <18,5>; 
ORN: <18,8>; 
ORM: <18,7>; 
ORP: <18,10>; 
ORO: <18,9>; 
ORR: <18,2>; 
ORQ: <18,1>; 
ORT: <18,4>; 
ORS: <18,3>; 
ORV: <18,6>; 
ORU: <18,5>; 
ORX: <18,8>; 
ORW: <18,7>; 
ORY: <18,9>; 
OSA: <18,10>; 
OSC: <18,2>; 
OSB: <18,1>; 
OSE: <18,4>; 
OSD: <18,3>; 
OSG: <18,6>; 
OSF: <18,5>; 
OSI: <18,8>; 
OSH: <18,7>; 
OSK: <18,10>; 
OSJ: <18,9>; 
OSM: <18,2>; 
OSL: <18,1>; 
OSO: <18,4>; 
OSN: <18,3>; 
OSQ: <18,6>; 
OSP: <18,5>; 
OSS: <18,8>; 
OSR: <18,7>; 
OSU: <18,10>; 
OST: <18,9>; 
OSW: <18,2>; 
OSV: <18,1>; 
OSY: <18,4>; 
OSX: <18,3>; 
OTB: <18,6>; 
OTA: <18,5>; 
OTD: <18,8>; 
OTC: <18,7>; 
OTF: <18,10>; 
OTE: <18,9>; 
OTH: <18,2>; 
OTG: <18,1>; 
OTJ: <18,4>; 
OTI: <18,3>; 
OTL: <18,6>; 
OTK: <18,5>; 
OTN: <18,8>; 
OTM: <18,7>; 
OTP: <18,10>; 
OTO: <18,9>; 
OTR: <18,2>; 
OTQ: <18,1>; 
OTT: <18,4>; 
OTS: <18,3>; 
OTV: <18,6>; 
OTU: <18,5>; 
OTX: <18,8>; 
OTW: <18,7>; 
OTY: <18,9>; 
OUA: <18,10>; 
OUC: <18,2>; 
OUB: <18,1>; 
OUE: <18,4>; 
OUD: <18,3>; 
OUG: <18,6>; 
OUF: <18,5>; 
OUI: <18,8>; 
OUH: <18,7>; 
OUK: <18,10>; 
OUJ: <18,9>; 
OUM: <18,2>; 
OUL: <18,1>; 
OUO: <18,4>; 
OUN: <18,3>; 
OUQ: <18,6>; 
OUP: <18,5>; 
OUS: <18,8>; 
OUR: <18,7>; 
OUU: <18,10>; 
OUT: <18,9>; 
OUW: <18,2>; 
OUV: <18,1>; 
OUY: <18,4>; 
OUX: <18,3>; 
OVB: <18,6>; 
OVA: <18,5>; 
OVD: <18,8>; 
OVC: <18,7>; 
OVF: <18,10>; 
OVE: <18,9>; 
OVH: <18,2>; 
OVG: <18,1>; 
OVJ: <18,4>; 
OVI: <18,3>; 
OVL: <18,6>; 
OVK: <18,5>; 
OVN: <18,8>; 
OVM: <18,7>; 
OVP: <18,10>; 
OVO: <18,9>; 
OVR: <18,2>; 
OVQ: <18,1>; 
OVT: <18,4>; 
OVS: <18,3>; 
OVV: <18,6>; 
OVU: <18,5>; 
OVX: <18,8>; 
OVW: <18,7>; 
OVY: <18,9>; 
OWA: <18,10>; 
OWC: <18,2>; 
OWB: <18,1>; 
OWE: <18,4>; 
OWD: <18,3>; 
OWG: <18,6>; 
OWF: <18,5>; 
OWI: <18,8>; 
OWH: <18,7>; 
OWK: <18,10>; 
OWJ: <18,9>; 
OWM: <18,2>; 
OWL: <18,1>; 
OWO: <18,4>; 
OWN: <18,3>; 
OWQ: <18,6>; 
OWP: <18,5>; 
OWS: <18,8>; 
OWR: <18,7>; 
OWU: <18,10>; 
OWT: <18,9>; 
OWW: <18,2>; 
OWV: <18,1>; 
OWY: <18,4>; 
OWX: <18,3>; 
OXB: <18,6>; 
OXA: <18,5>; 
OXD: <18,8>; 
OXC: <18,7>; 
OXF: <18,10>; 
OXE: <18,9>; 
OXH: <18,2>; 
OXG: <18,1>; 
OXJ: <18,4>; 
OXI: <18,3>; 
OXL: <18,6>; 
OXK: <18,5>; 
OXN: <18,8>; 
OXM: <18,7>; 
OXP: <18,10>; 
OXO: <18,9>; 
OXR: <18,2>; 
OXQ: <18,1>; 
OXT: <18,4>; 
OXS: <18,3>; 
OXV: <18,6>; 
OXU: <18,5>; 
OXX: <18,8>; 
OXW: <18,7>; 
OXY: <18,9>; 
OYA: <18,10>; 
OYC: <18,2>; 
OYB: <18,1>; 
OYE: <18,4>; 
OYD: <18,3>; 
OYG: <18,6>; 
OYF: <18,5>; 
OYI: <18,8>; 
OYH: <18,7>; 
OYK: <18,10>; 
OYJ: <18,9>; 
OYM: <18,2>; 
OYL: <18,1>; 
OYO: <18,4>; 
OYN: <18,3>; 
OYQ: <18,6>; 
OYP: <18,5>; 
OYS: <18,8>; 
OYR: <18,7>; 
OYU: <18,10>; 
OYT: <18,9>; 
OYW: <18,2>; 
OYV: <18,1>; 
OYY: <18,4>; 
OYX: <18,3>; 
PAB: <18,6>; 
PAA: <18,5>; 
PAD: <18,8>; 
PAC: <18,7>; 
PAF: <18,10>; 
PAE: <18,9>; 
PAH: <18,2>; 
PAG: <18,1>; 
PAJ: <18,4>; 
PAI: <18,3>; 
PAL: <18,6>; 
PAK: <18,5>; 
PAN: <18,8>; 
PAM: <18,7>; 
PAP: <18,10>; 
PAO: <18,9>; 
PAR: <18,2>; 
PAQ: <18,1>; 
PAT: <18,4>; 
PAS: <18,3>; 
PAV: <18,6>; 
PAU: <18,5>; 
PAX: <18,8>; 
PAW: <18,7>; 
PAY: <18,9>; 
PBA: <18,10>; 
PBC: <18,2>; 
PBB: <18,1>; 
PBE: <18,4>; 
PBD: <18,3>; 
PBG: <18,6>; 
PBF: <18,5>; 
PBI: <18,8>; 
PBH: <18,7>; 
PBK: <18,10>; 
PBJ: <18,9>; 
PBM: <18,2>; 
PBL: <18,1>; 
PBO: <18,4>; 
PBN: <18,3>; 
PBQ: <18,6>; 
PBP: <18,5>; 
PBS: <18,8>; 
PBR: <18,7>; 
PBU: <18,10>; 
PBT: <18,9>; 
PBW: <18,2>; 
PBV: <18,1>; 
PBY: <18,4>; 
PBX: <18,3>; 
PCB: <18,6>; 
PCA: <18,5>; 
PCD: <18,8>; 
PCC: <18,7>; 
PCF: <18,10>; 
PCE: <18,9>; 
PCH: <18,2>; 
PCG: <18,1>; 
PCJ: <18,4>; 
PCI: <18,3>; 
PCL: <18,6>; 
PCK: <18,5>; 
PCN: <18,8>; 
PCM: <18,7>; 
PCP: <18,10>; 
PCO: <18,9>; 
PCR: <18,2>; 
PCQ: <18,1>; 
PCT: <18,4>; 
PCS: <18,3>; 
PCV: <18,6>; 
PCU: <18,5>; 
PCX: <18,8>; 
PCW: <18,7>; 
PCY: <18,9>; 
PDA: <18,10>; 
PDC: <18,2>; 
PDB: <18,1>; 
PDE: <18,4>; 
PDD: <18,3>; 
PDG: <18,6>; 
PDF: <18,5>; 
PDI: <18,8>; 
PDH: <18,7>; 
PDK: <18,10>; 
PDJ: <18,9>; 
PDM: <18,2>; 
PDL: <18,1>; 
PDO: <18,4>; 
PDN: <18,3>; 
PDQ: <18,6>; 
PDP: <18,5>; 
PDS: <18,8>; 
PDR: <18,7>; 
PDU: <18,10>; 
PDT: <18,9>; 
PDW: <18,2>; 
PDV: <18,1>; 
PDY: <18,4>; 
PDX: <18,3>; 
PEB: <18,6>; 
PEA: <18,5>; 
PED: <18,8>; 
PEC: <18,7>; 
PEF: <18,10>; 
PEE: <18,9>; 
PEH: <18,2>; 
PEG: <18,1>; 
PEJ: <18,4>; 
PEI: <18,3>; 
PEL: <18,6>; 
PEK: <18,5>; 
PEN: <18,8>; 
PEM: <18,7>; 
PEP: <18,10>; 
PEO: <18,9>; 
PER: <18,2>; 
PEQ: <18,1>; 
PET: <18,4>; 
PES: <18,3>; 
PEV: <18,6>; 
PEU: <18,5>; 
PEX: <18,8>; 
PEW: <18,7>; 
PEY: <18,9>; 
PFA: <18,10>; 
PFC: <19,2>; 
PFB: <19,1>; 
PFE: <19,4>; 
PFD: <19,3>; 
PFG: <19,6>; 
PFF: <19,5>; 
PFI: <19,8>; 
PFH: <19,7>; 
PFK: <19,10>; 
PFJ: <19,9>; 
PFM: <19,2>; 
PFL: <19,1>; 
PFO: <19,4>; 
PFN: <19,3>; 
PFQ: <19,6>; 
PFP: <19,5>; 
PFS: <19,8>; 
PFR: <19,7>; 
PFU: <19,10>; 
PFT: <19,9>; 
PFW: <19,2>; 
PFV: <19,1>; 
PFY: <19,4>; 
PFX: <19,3>; 
PGB: <19,6>; 
PGA: <19,5>; 
PGD: <19,8>; 
PGC: <19,7>; 
PGF: <19,10>; 
PGE: <19,9>; 
PGH: <19,2>; 
PGG: <19,1>; 
PGJ: <19,4>; 
PGI: <19,3>; 
PGL: <19,6>; 
PGK: <19,5>; 
PGN: <19,8>; 
PGM: <19,7>; 
PGP: <19,10>; 
PGO: <19,9>; 
PGR: <19,2>; 
PGQ: <19,1>; 
PGT: <19,4>; 
PGS: <19,3>; 
PGV: <19,6>; 
PGU: <19,5>; 
PGX: <19,8>; 
PGW: <19,7>; 
PGY: <19,9>; 
PHA: <19,10>; 
PHC: <19,2>; 
PHB: <19,1>; 
PHE: <19,4>; 
PHD: <19,3>; 
PHG: <19,6>; 
PHF: <19,5>; 
PHI: <19,8>; 
PHH: <19,7>; 
PHK: <19,10>; 
PHJ: <19,9>; 
PHM: <19,2>; 
PHL: <19,1>; 
PHO: <19,4>; 
PHN: <19,3>; 
PHQ: <19,6>; 
PHP: <19,5>; 
PHS: <19,8>; 
PHR: <19,7>; 
PHU: <19,10>; 
PHT: <19,9>; 
PHW: <19,2>; 
PHV: <19,1>; 
PHY: <19,4>; 
PHX: <19,3>; 
PIB: <19,6>; 
PIA: <19,5>; 
PID: <19,8>; 
PIC: <19,7>; 
PIF: <19,10>; 
PIE: <19,9>; 
PIH: <19,2>; 
PIG: <19,1>; 
PIJ: <19,4>; 
PII: <19,3>; 
PIL: <19,6>; 
PIK: <19,5>; 
PIN: <19,8>; 
PIM: <19,7>; 
PIP: <19,10>; 
PIO: <19,9>; 
PIR: <19,2>; 
PIQ: <19,1>; 
PIT: <19,4>; 
PIS: <19,3>; 
PIV: <19,6>; 
PIU: <19,5>; 
PIX: <19,8>; 
PIW: <19,7>; 
PIY: <19,9>; 
PJA: <19,10>; 
PJC: <19,2>; 
PJB: <19,1>; 
PJE: <19,4>; 
PJD: <19,3>; 
PJG: <19,6>; 
PJF: <19,5>; 
PJI: <19,8>; 
PJH: <19,7>; 
PJK: <19,10>; 
PJJ: <19,9>; 
PJM: <19,2>; 
PJL: <19,1>; 
PJO: <19,4>; 
PJN: <19,3>; 
PJQ: <19,6>; 
PJP: <19,5>; 
PJS: <19,8>; 
PJR: <19,7>; 
PJU: <19,10>; 
PJT: <19,9>; 
PJW: <19,2>; 
PJV: <19,1>; 
PJY: <19,4>; 
PJX: <19,3>; 
PKB: <19,6>; 
PKA: <19,5>; 
PKD: <19,8>; 
PKC: <19,7>; 
PKF: <19,10>; 
PKE: <19,9>; 
PKH: <19,2>; 
PKG: <19,1>; 
PKJ: <19,4>; 
PKI: <19,3>; 
PKL: <19,6>; 
PKK: <19,5>; 
PKN: <19,8>; 
PKM: <19,7>; 
PKP: <19,10>; 
PKO: <19,9>; 
PKR: <19,2>; 
PKQ: <19,1>; 
PKT: <19,4>; 
PKS: <19,3>; 
PKV: <19,6>; 
PKU: <19,5>; 
PKX: <19,8>; 
PKW: <19,7>; 
PKY: <19,9>; 
PLA: <19,10>; 
PLC: <19,2>; 
PLB: <19,1>; 
PLE: <19,4>; 
PLD: <19,3>; 
PLG: <19,6>; 
PLF: <19,5>; 
PLI: <19,8>; 
PLH: <19,7>; 
PLK: <19,10>; 
PLJ: <19,9>; 
PLM: <19,2>; 
PLL: <19,1>; 
PLO: <19,4>; 
PLN: <19,3>; 
PLQ: <19,6>; 
PLP: <19,5>; 
PLS: <19,8>; 
PLR: <19,7>; 
PLU: <19,10>; 
PLT: <19,9>; 
PLW: <19,2>; 
PLV: <19,1>; 
PLY: <19,4>; 
PLX: <19,3>; 
PMB: <19,6>; 
PMA: <19,5>; 
PMD: <19,8>; 
PMC: <19,7>; 
PMF: <19,10>; 
PME: <19,9>; 
PMH: <19,2>; 
PMG: <19,1>; 
PMJ: <19,4>; 
PMI: <19,3>; 
PML: <19,6>; 
PMK: <19,5>; 
PMN: <19,8>; 
PMM: <19,7>; 
PMP: <19,10>; 
PMO: <19,9>; 
PMR: <19,2>; 
PMQ: <19,1>; 
PMT: <19,4>; 
PMS: <19,3>; 
PMV: <19,6>; 
PMU: <19,5>; 
PMX: <19,8>; 
PMW: <19,7>; 
PMY: <19,9>; 
PNA: <19,10>; 
PNC: <19,2>; 
PNB: <19,1>; 
PNE: <19,4>; 
PND: <19,3>; 
PNG: <19,6>; 
PNF: <19,5>; 
PNI: <19,8>; 
PNH: <19,7>; 
PNK: <19,10>; 
PNJ: <19,9>; 
PNM: <19,2>; 
PNL: <19,1>; 
PNO: <19,4>; 
PNN: <19,3>; 
PNQ: <19,6>; 
PNP: <19,5>; 
PNS: <19,8>; 
PNR: <19,7>; 
PNU: <19,10>; 
PNT: <19,9>; 
PNW: <19,2>; 
PNV: <19,1>; 
PNY: <19,4>; 
PNX: <19,3>; 
POB: <19,6>; 
POA: <19,5>; 
POD: <19,8>; 
POC: <19,7>; 
POF: <19,10>; 
POE: <19,9>; 
POH: <19,2>; 
POG: <19,1>; 
POJ: <19,4>; 
POI: <19,3>; 
POL: <19,6>; 
POK: <19,5>; 
PON: <19,8>; 
POM: <19,7>; 
POP: <19,10>; 
POO: <19,9>; 
POR: <19,2>; 
POQ: <19,1>; 
POT: <19,4>; 
POS: <19,3>; 
POV: <19,6>; 
POU: <19,5>; 
POX: <19,8>; 
POW: <19,7>; 
POY: <19,9>; 
PPA: <19,10>; 
PPC: <19,2>; 
PPB: <19,1>; 
PPE: <19,4>; 
PPD: <19,3>; 
PPG: <19,6>; 
PPF: <19,5>; 
PPI: <19,8>; 
PPH: <19,7>; 
PPK: <19,10>; 
PPJ: <19,9>; 
PPM: <19,2>; 
PPL: <19,1>; 
PPO: <19,4>; 
PPN: <19,3>; 
PPQ: <19,6>; 
PPP: <19,5>; 
PPS: <19,8>; 
PPR: <19,7>; 
PPU: <19,10>; 
PPT: <19,9>; 
PPW: <19,2>; 
PPV: <19,1>; 
PPY: <19,4>; 
PPX: <19,3>; 
PQB: <19,6>; 
PQA: <19,5>; 
PQD: <19,8>; 
PQC: <19,7>; 
PQF: <19,10>; 
PQE: <19,9>; 
PQH: <19,2>; 
PQG: <19,1>; 
PQJ: <19,4>; 
PQI: <19,3>; 
PQL: <19,6>; 
PQK: <19,5>; 
PQN: <19,8>; 
PQM: <19,7>; 
PQP: <19,10>; 
PQO: <19,9>; 
PQR: <19,2>; 
PQQ: <19,1>; 
PQT: <19,4>; 
PQS: <19,3>; 
PQV: <19,6>; 
PQU: <19,5>; 
PQX: <19,8>; 
PQW: <19,7>; 
PQY: <19,9>; 
PRA: <19,10>; 
PRC: <19,2>; 
PRB: <19,1>; 
PRE: <19,4>; 
PRD: <19,3>; 
PRG: <19,6>; 
PRF: <19,5>; 
PRI: <19,8>; 
PRH: <19,7>; 
PRK: <19,10>; 
PRJ: <19,9>; 
PRM: <19,2>; 
PRL: <19,1>; 
PRO: <19,4>; 
PRN: <19,3>; 
PRQ: <19,6>; 
PRP: <19,5>; 
PRS: <19,8>; 
PRR: <19,7>; 
PRU: <19,10>; 
PRT: <19,9>; 
PRW: <19,2>; 
PRV: <19,1>; 
PRY: <19,4>; 
PRX: <19,3>; 
PSB: <19,6>; 
PSA: <19,5>; 
PSD: <19,8>; 
PSC: <19,7>; 
PSF: <19,10>; 
PSE: <19,9>; 
PSH: <19,2>; 
PSG: <19,1>; 
PSJ: <19,4>; 
PSI: <19,3>; 
PSL: <19,6>; 
PSK: <19,5>; 
PSN: <19,8>; 
PSM: <19,7>; 
PSP: <19,10>; 
PSO: <19,9>; 
PSR: <19,2>; 
PSQ: <19,1>; 
PST: <19,4>; 
PSS: <19,3>; 
PSV: <19,6>; 
PSU: <19,5>; 
PSX: <19,8>; 
PSW: <19,7>; 
PSY: <19,9>; 
PTA: <19,10>; 
PTC: <19,2>; 
PTB: <19,1>; 
PTE: <19,4>; 
PTD: <19,3>; 
PTG: <19,6>; 
PTF: <19,5>; 
PTI: <19,8>; 
PTH: <19,7>; 
PTK: <19,10>; 
PTJ: <19,9>; 
PTM: <19,2>; 
PTL: <19,1>; 
PTO: <19,4>; 
PTN: <19,3>; 
PTQ: <19,6>; 
PTP: <19,5>; 
PTS: <19,8>; 
PTR: <19,7>; 
PTU: <19,10>; 
PTT: <19,9>; 
PTW: <19,2>; 
PTV: <19,1>; 
PTY: <19,4>; 
PTX: <19,3>; 
PUB: <19,6>; 
PUA: <19,5>; 
PUD: <19,8>; 
PUC: <19,7>; 
PUF: <19,10>; 
PUE: <19,9>; 
PUH: <19,2>; 
PUG: <19,1>; 
PUJ: <19,4>; 
PUI: <19,3>; 
PUL: <19,6>; 
PUK: <19,5>; 
PUN: <19,8>; 
PUM: <19,7>; 
PUP: <19,10>; 
PUO: <19,9>; 
PUR: <19,2>; 
PUQ: <19,1>; 
PUT: <19,4>; 
PUS: <19,3>; 
PUV: <19,6>; 
PUU: <19,5>; 
PUX: <19,8>; 
PUW: <19,7>; 
PUY: <19,9>; 
PVA: <19,10>; 
PVC: <19,2>; 
PVB: <19,1>; 
PVE: <19,4>; 
PVD: <19,3>; 
PVG: <19,6>; 
PVF: <19,5>; 
PVI: <19,8>; 
PVH: <19,7>; 
PVK: <19,10>; 
PVJ: <19,9>; 
PVM: <19,2>; 
PVL: <19,1>; 
PVO: <19,4>; 
PVN: <19,3>; 
PVQ: <19,6>; 
PVP: <19,5>; 
PVS: <19,8>; 
PVR: <19,7>; 
PVU: <19,10>; 
PVT: <19,9>; 
PVW: <19,2>; 
PVV: <19,1>; 
PVY: <19,4>; 
PVX: <19,3>; 
PWB: <19,6>; 
PWA: <19,5>; 
PWD: <19,8>; 
